* Project:       Midle
* File content:  soil physical parameters
* File name:     .\out\SoilPhysParam.csv
* Model version: Swap 4.0.1
* Generated at:  2023-01-03 14:23:37
layer,head(cm),theta(cm3.cm3),C(cm-1),RelSat(-),k(cm.d-1)
         5, -1.0931904E+06,  6.5014607E-02,  1.1892399E-11,  4.2340520E-05,  1.0000000E-10
         5, -1.2025095E+06,  6.5013419E-02,  9.9320133E-12,  3.8897053E-05,  1.0000000E-10
         5, -1.3227604E+06,  6.5012328E-02,  8.2947847E-12,  3.5733636E-05,  1.0000000E-10
         5, -1.4550365E+06,  6.5011325E-02,  6.9274427E-12,  3.2827493E-05,  1.0000000E-10
         5, -1.6005401E+06,  6.5010404E-02,  5.7854983E-12,  3.0157701E-05,  1.0000000E-10
         5, -1.7605941E+06,  6.5009558E-02,  4.8317960E-12,  2.7705038E-05,  1.0000000E-10
         5, -1.9366535E+06,  6.5008781E-02,  4.0353055E-12,  2.5451844E-05,  1.0000000E-10
         5, -2.1303189E+06,  6.5008067E-02,  3.3701113E-12,  2.3381898E-05,  1.0000000E-10
         5, -2.3433508E+06,  6.5007411E-02,  2.8145701E-12,  2.1480297E-05,  1.0000000E-10
         5, -2.5776859E+06,  6.5006808E-02,  2.3506063E-12,  1.9733348E-05,  1.0000000E-10
         5, -2.8354545E+06,  6.5006254E-02,  1.9631239E-12,  1.8128476E-05,  1.0000000E-10
         5, -3.1189999E+06,  6.5005746E-02,  1.6395156E-12,  1.6654124E-05,  1.0000000E-10
         5, -3.4308999E+06,  6.5005278E-02,  1.3692520E-12,  1.5299679E-05,  1.0000000E-10
         5, -3.7739899E+06,  6.5004849E-02,  1.1435396E-12,  1.4055388E-05,  1.0000000E-10
         5, -4.1513889E+06,  6.5004455E-02,  9.5503441E-13,  1.2912292E-05,  1.0000000E-10
         5, -4.5665278E+06,  6.5004092E-02,  7.9760312E-13,  1.1862162E-05,  1.0000000E-10
         5, -5.0231805E+06,  6.5003760E-02,  6.6612337E-13,  1.0897437E-05,  1.0000000E-10
         5, -5.5254986E+06,  6.5003454E-02,  5.5631721E-13,  1.0011171E-05,  1.0000000E-10
         5, -6.0780485E+06,  6.5003173E-02,  4.6461189E-13,  9.1969828E-06,  1.0000000E-10
         5, -6.6858533E+06,  6.5002915E-02,  3.8802360E-13,  8.4490112E-06,  1.0000000E-10
         5, -7.3544386E+06,  6.5002678E-02,  3.2406040E-13,  7.7618706E-06,  1.0000000E-10
         5, -8.0898825E+06,  6.5002460E-02,  2.7064113E-13,  7.1306136E-06,  1.0000000E-10
         5, -8.8988707E+06,  6.5002260E-02,  2.2602768E-13,  6.5506956E-06,  1.0000000E-10
         5, -9.7887578E+06,  6.5002076E-02,  1.8876847E-13,  6.0179410E-06,  1.0000000E-10
         5, -1.0000000E+07,  6.5002037E-02,  1.8130283E-13,  5.9046679E-06,  1.0000000E-10
